car_make,car_model,year,engine_size,horsepower,acceleration_time,price,mileage
Lamborghini,Aventador S,2021,6.0,730.0,2.9,417826,36565.0
Aston Martin,DBS Superleggera,2022,5.0,715.0,3.2,329100,35997.0
Audi,TT RS,2022,2.0,394.0,3.6,67600,39419.0
Mercedes-Benz,AMG C43 Coupe,2021,3.0,385.0,4.5,59900,30256.0
BMW,i8,2022,2.0,369.0,4.2,147500,38354.0
Chevrolet,Corvette Stingray,2021,6.0,490.0,2.9,59900,29808.0
Lamborghini,Aventador,2021,6.0,730.0,2.9,517000,36565.0
Ferrari,Roma,2021,4.0,611.0,3.3,222620,36565.0
Audi,RS7,2022,4.0,591.0,3.5,115000,39419.0
McLaren,GT,2021,4.0,612.0,3.1,210000,36565.0
BMW,M2,2022,3.0,405.0,4.2,58900,42857.0
Mercedes-Benz,C63 AMG,2021,4.0,469.0,3.9,77000,30256.0
Chevrolet,Camaro SS,2021,6.0,455.0,4.1,43995,29808.0
Ford,Mustang Mach 1,2021,5.0,480.0,4.1,51720,41361.0
Nissan,370Z Nismo,2021,4.0,350.0,4.8,46610,46558.0
Porsche,Panamera,2022,3.0,325.0,5.3,88550,38500.0
Lamborghini,Urus,2021,4.0,641.0,3.6,218009,36565.0
Audi,RS6,2022,4.0,591.0,3.5,120000,39419.0
McLaren,570S,2021,4.0,562.0,3.1,192500,36565.0
BMW,M4,2022,3.0,503.0,3.8,74000,44750.0
Mercedes-Benz,AMG A45,2021,2.0,382.0,4.0,50000,30256.0
Chevrolet,Camaro ZL1,2021,6.0,650.0,3.5,63995,29808.0
Acura,NSX,2021,4.0,573.0,2.7,157500,70741.0
Aston Martin,Vantage,2021,4.0,503.0,3.5,142086,36565.0
Bentley,Continental GT,2021,4.0,542.0,3.3,202500,36565.0
Bugatti,Chiron,2022,8.0,1479.0,2.4,2900000,35997.0
Ferrari,F8 Tributo,2022,4.0,710.0,2.8,275000,35997.0
Lamborghini,Aventador,2021,6.0,730.0,2.9,517000,36565.0
McLaren,GT,2021,4.0,612.0,3.1,201500,36565.0
Mercedes-Benz,AMG GT R,2021,4.0,577.0,3.5,183000,30256.0
Audi,RS7,2021,4.0,591.0,3.5,114000,39419.0
BMW,M4,2021,3.0,473.0,4.1,71800,44750.0
Chevrolet,Camaro ZL1,2021,6.0,650.0,3.5,63000,29808.0
Dodge,Challenger SRT Hellcat Redeye,2022,6.0,797.0,3.5,80190,45110.0
Ford,GT,2022,4.0,660.0,2.8,500000,41361.0
Jaguar,F-Type,2021,3.0,380.0,4.4,62750,27244.0
Lexus,LC 500,2021,5.0,471.0,4.4,92000,57561.0
Nissan,370Z,2021,4.0,332.0,5.0,30090,54517.0
Rolls-Royce,Ghost,2021,7.0,563.0,4.6,332500,36565.0
Porsche,Taycan,2021,2.0,402.0,5.1,81250,38140.0
Aston Martin,DB11,2021,4.0,630.0,3.7,198995,36565.0
Lotus,Evora GT,2021,4.0,416.0,3.8,105000,36565.0
Acura,NSX,2022,4.0,573.0,2.7,157500,70741.0
Chevrolet,Camaro,2022,6.0,455.0,4.0,25000,42667.0
Dodge,Charger,2021,6.0,797.0,3.3,72000,27676.0
Jaguar,F-Type,2021,3.0,380.0,4.9,62750,27244.0
Lexus,LC 500,2021,5.0,471.0,4.4,93000,57561.0
BMW,M4,2022,3.0,473.0,4.1,71800,44750.0
Ford,GT,2021,4.0,660.0,2.9,500000,41361.0
Maserati,GranTurismo,2021,5.0,454.0,4.7,150980,36565.0
McLaren,600LT,2021,4.0,592.0,2.8,256500,36565.0
Mercedes-Benz,SLS AMG,2021,6.0,622.0,3.6,254995,30256.0
Nissan,370Z,2021,4.0,332.0,5.2,30000,54517.0
Audi,RS 7,2021,4.0,591.0,3.4,114000,39419.0
Bentley,Continental GT,2021,4.0,542.0,3.9,220000,36565.0
Bugatti,Chiron,2021,8.0,1500.0,2.4,3000000,36565.0
Porsche,Cayman,2022,2.0,300.0,4.5,59900,41833.0
Aston Martin,Vantage,2021,4.0,503.0,3.5,147000,36565.0
Alfa Romeo,4C Spider,2020,2.0,237.0,4.1,67150,34149.0
Audi,RS 5,2022,3.0,444.0,3.5,75100,39419.0
BMW,M2,2022,3.0,405.0,4.0,58900,42857.0
Dodge,Challenger SRT Hellcat,2021,6.0,717.0,3.5,60695,45110.0
Ferrari,F8 Spider,2022,4.0,710.0,2.9,274390,35997.0
Jaguar,F-Type,2021,3.0,296.0,5.4,64700,27244.0
Lamborghini,Aventador,2021,6.0,759.0,2.9,517770,36565.0
Lexus,LC 500,2022,5.0,471.0,4.4,92950,57561.0
Lotus,Evora GT,2021,4.0,416.0,3.8,99990,36565.0
Maserati,GranTurismo,2021,5.0,454.0,4.7,150800,36565.0
McLaren,GT,2021,4.0,612.0,3.1,210000,36565.0
Mercedes-Benz,AMG C 63,2021,4.0,469.0,3.8,67600,30256.0
Nissan,370Z Nismo,2021,4.0,350.0,4.5,45790,46558.0
Porsche,Panamera,2022,3.0,325.0,5.3,88800,38500.0
Subaru,WRX STI,2021,2.0,310.0,5.2,38170,14571.0
Porsche,718 Cayman,2022,2.0,300.0,4.9,61500,38140.0
Lamborghini,Aventador,2021,6.0,729.0,2.9,393695,36565.0
Ferrari,SF90 Stradale,2022,4.0,986.0,2.5,625000,35997.0
Audi,RS5 Coupe,2022,3.0,444.0,3.5,76350,39419.0
McLaren,570S,2021,4.0,562.0,3.1,202000,36565.0
BMW,M2,2022,3.0,405.0,4.0,58900,42857.0
Mercedes-Benz,SL,2022,3.0,429.0,4.4,96000,30256.0
Chevrolet,Camaro,2021,6.0,455.0,4.0,25000,42667.0
Ford,GT,2022,4.0,660.0,2.8,500000,41361.0
Nissan,370Z,2021,4.0,332.0,5.3,33000,54517.0
Alfa Romeo,Giulia Quadrifoglio,2021,3.0,505.0,3.8,75250,36565.0
Aston Martin,DB11,2022,4.0,630.0,3.7,201495,35997.0
Bentley,Continental GT,2021,6.0,626.0,3.3,201000,36565.0
Dodge,Challenger,2021,6.0,485.0,3.8,62000,51423.0
Jaguar,F-Type R,2022,5.0,575.0,3.5,103200,36607.0
Lexus,LC 500,2022,5.0,471.0,4.4,92950,57561.0
Lotus,Evora GT,2021,4.0,416.0,3.8,99000,36565.0
Maserati,GranTurismo,2021,5.0,454.0,4.7,150000,36565.0
Porsche,Cayman GT4,2021,4.0,414.0,4.2,102500,38140.0
Aston Martin,Vantage,2022,4.0,503.0,3.5,149995,35997.0
Dodge,Charger SRT Hellcat,2022,6.0,717.0,3.5,78595,45110.0
Audi,RS 7,2021,4.0,591.0,3.5,114000,39419.0
Chevrolet,Camaro SS,2022,6.0,455.0,4.1,37500,29808.0
Ford,Mustang GT,2022,5.0,460.0,4.0,38500,41361.0
Jaguar,F-Type R,2022,5.0,575.0,3.5,103200,36607.0
Lexus,LC 500,2022,5.0,471.0,4.4,92950,57561.0
McLaren,570S,2021,4.0,562.0,3.1,208800,36565.0
Mercedes-Benz,AMG C63,2022,4.0,469.0,3.8,71450,30256.0
Nissan,370Z Nismo,2021,4.0,350.0,4.9,47820,46558.0
Porsche,Panamera GTS,2021,4.0,473.0,3.9,134150,38140.0
Audi,TT RS,2022,2.0,394.0,3.6,67600,39419.0
BMW,M4,2021,3.0,473.0,3.8,71800,44750.0
Ferrari,F8 Tributo,2021,4.0,710.0,2.8,274280,36565.0
Lamborghini,Aventador,2021,6.0,770.0,2.9,393695,36565.0
McLaren,GT,2021,4.0,612.0,3.1,250000,36565.0
Mercedes-Benz,AMG GT 4-Door Coupe,2021,4.0,630.0,3.1,171200,30256.0
Aston Martin,DBS Superleggera,2022,5.0,715.0,3.4,321000,35997.0
Lotus,Evora GT,2021,4.0,416.0,3.8,100500,36565.0
McLaren,570S,2021,4.0,562.0,3.1,195000,36565.0
Lamborghini,Aventador SVJ,2021,6.0,759.0,2.8,517770,36565.0
Ford,GT,2021,4.0,660.0,3.0,500000,41361.0
Audi,RS7 Sportback,2022,4.0,591.0,3.5,114000,39419.0
BMW,M4,2022,3.0,473.0,4.1,72800,44750.0
Mercedes-AMG,C63 S,2022,4.0,503.0,3.7,78100,35997.0
Chevrolet,Camaro ZL1,2021,6.0,650.0,3.5,63000,29808.0
Dodge,Charger Hellcat,2021,6.0,717.0,3.6,70000,45110.0
Alfa Romeo,Giulia Quadrifoglio,2021,3.0,505.0,3.8,78450,36565.0
Ferrari,SF90 Stradale,2021,4.0,986.0,2.5,625000,36565.0
McLaren,Artura,2022,3.0,671.0,3.0,225000,35997.0
Lamborghini,Urus,2021,4.0,641.0,3.6,222000,36565.0
Ford,Mustang Mach 1,2021,5.0,480.0,4.0,52915,41361.0
Porsche,911,2022,3.0,379.0,4.0,101200,39900.0
Lamborghini,Huracan,2021,5.0,630.0,2.8,274390,36565.0
Ferrari,488 GTB,2022,4.0,661.0,3.0,333750,35997.0
Audi,R8,2022,5.0,562.0,3.2,142700,39419.0
McLaren,720S,2021,4.0,710.0,2.7,298000,36565.0
BMW,M8,2022,4.0,617.0,3.1,130000,38354.0
Mercedes-Benz,AMG GT,2021,4.0,523.0,3.8,118500,30256.0
Chevrolet,Corvette,2021,6.0,490.0,2.8,59900,19208.0
Ford,Mustang Shelby GT500,2022,5.0,760.0,3.5,81000,41361.0
Nissan,GT-R Nismo,2021,4.0,600.0,2.5,212000,46558.0
Dodge,Challenger SRT Hellcat,2021,6.0,717.0,3.5,64195,45110.0
Aston Martin,Vantage,2021,4.0,503.0,3.6,147000,36565.0
Bugatti,Chiron,2022,8.0,1500.0,2.5,3900000,35997.0
Koenigsegg,Jesko,2022,5.0,1280.0,2.5,3000000,35997.0
Pagani,Huayra,2021,6.0,764.0,2.8,2600000,36565.0
Maserati,MC20,2021,3.0,621.0,2.9,210000,36565.0
Porsche,Cayman,2021,2.0,300.0,5.1,59900,41833.0
Lamborghini,Aventador,2021,6.0,730.0,2.9,393695,36565.0
Ferrari,SF90 Stradale,2021,4.0,986.0,2.5,625000,36565.0
Audi,RS 5,2021,3.0,444.0,3.5,75100,39419.0
McLaren,GT,2022,4.0,612.0,3.1,210000,35997.0
BMW,M2,2021,3.0,405.0,4.0,58900,42857.0
Mercedes-Benz,SLS AMG,2021,6.0,622.0,3.6,254500,30256.0
Chevrolet,Camaro,2021,6.0,455.0,4.0,25000,42667.0
Ford,Mustang,2021,2.0,310.0,5.3,27205,41361.0
Nissan,370Z,2021,4.0,332.0,5.1,30090,54517.0
Aston Martin,Vantage,2021,4.0,503.0,3.6,146000,36565.0
Bugatti,Chiron,2021,8.0,1479.0,2.4,3000000,36565.0
Koenigsegg,Jesko,2022,5.0,1280.0,2.5,3000000,35997.0
McLaren,Senna,2021,4.0,789.0,2.7,1000000,36565.0
Pagani,Huayra,2021,6.0,764.0,3.0,2600000,36565.0
Ford,Mustang,2024,2.0,310.0,5.3,48998,1000.0
Mazda,MX-5,2019,2.0,181.0,6.5,30998,8000.0
Mazda,MX-5,2018,2.0,181.0,6.5,21998,58000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,39998,24000.0
Chevrolet,Camaro,2019,6.0,455.0,4.0,39998,22000.0
Mazda,MX-5,2018,2.0,181.0,6.5,24998,17000.0
Chevrolet,Camaro,2013,6.0,455.0,4.0,31998,16000.0
Nissan,Z,2024,4.0,349.0,4.89,48998,4000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,52998,9000.0
Ford,Mustang,2024,2.0,310.0,5.3,49998,4000.0
Ford,Mustang,2021,2.0,310.0,5.3,24998,41000.0
Jaguar,F-Type,2021,3.0,394.0,4.73,58998,14000.0
Nissan,Z,2023,4.0,349.0,4.89,44998,1000.0
Dodge,Challenger,2020,5.0,395.0,5.1,30998,28000.0
Lexus,RC,2015,5.0,471.0,4.4,23998,79000.0
Nissan,370Z,2016,4.0,334.0,5.06,21998,116000.0
BMW,M4,2017,3.0,479.0,3.99,37998,76000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,54000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,53000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,37000.0
Acura,TLX,2015,4.0,573.0,2.75,20998,44000.0
Mazda,MX-5,2021,2.0,181.0,6.5,28998,27000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,28998,57000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,39998,7000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,72998,4000.0
Audi,TTS,2019,3.0,485.0,3.64,42998,14000.0
Mercedes-Benz,CLS550,2017,5.0,560.0,3.66,30998,44000.0
Nissan,370Z,2020,4.0,334.0,5.06,30998,15000.0
Jaguar,F-Type,2016,3.0,394.0,4.73,45998,31000.0
Ford,Mustang,2018,2.0,310.0,5.3,31998,65000.0
Ford,Mustang,2023,2.0,310.0,5.3,27998,48000.0
Ford,Mustang,2017,2.0,310.0,5.3,34998,24000.0
Chevrolet,Camaro,2022,6.0,455.0,4.0,41998,13000.0
Ford,Mustang,2020,2.0,310.0,5.3,23998,49000.0
Dodge,Charger,2023,6.0,797.0,3.3,56998,5000.0
Ford,Mustang,2019,2.0,310.0,5.3,43998,6000.0
Ford,Mustang,2020,2.0,310.0,5.3,25998,26000.0
Jaguar,F-Type,2017,3.0,394.0,4.73,32998,30000.0
Mazda,MX-5,2019,2.0,181.0,6.5,24998,42000.0
Dodge,Charger,2023,6.0,797.0,3.3,27998,13000.0
Toyota,Supra,2022,3.0,382.0,3.9,43998,6000.0
Dodge,Challenger,2020,5.0,395.0,5.1,24998,24000.0
Acura,TLX,2015,4.0,573.0,2.75,18998,91000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,71998,4000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,19998,83000.0
Chevrolet,Camaro,2016,6.0,455.0,4.0,20998,68000.0
Acura,TLX,2015,4.0,573.0,2.75,16998,101000.0
Dodge,Challenger,2018,5.0,395.0,5.1,29998,28000.0
Dodge,Challenger,2020,5.0,395.0,5.1,38998,8000.0
Chevrolet,Corvette,2024,6.0,490.0,2.8,69998,4000.0
Dodge,Dart,2016,5.0,541.0,4.43,12998,83000.0
Audi,A5,2016,3.0,485.0,3.64,18998,72000.0
Ford,Mustang,2015,2.0,310.0,5.3,17998,106000.0
Audi,A5,2020,3.0,485.0,3.64,31998,46000.0
Porsche,718,2019,3.0,392.0,4.42,50998,44000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,74998,7000.0
Chevrolet,Camaro,2019,6.0,455.0,4.0,23998,49000.0
Nissan,Z,2024,4.0,349.0,4.89,42998,23000.0
Mercedes-Benz,SLC300,2017,5.0,560.0,3.66,26998,32000.0
Chevrolet,Camaro,2014,6.0,455.0,4.0,19998,69000.0
Chevrolet,Corvette,2015,6.0,490.0,2.8,45998,24000.0
Mazda,MX-5,2018,2.0,181.0,6.5,23998,10000.0
Mazda,MX-5,2018,2.0,181.0,6.5,24998,26000.0
Mazda,MX-5,2022,2.0,181.0,6.5,28998,14000.0
Jaguar,XF,2014,3.0,417.0,4.57,18998,58000.0
Mazda,MX-5,2021,2.0,181.0,6.5,28998,7000.0
Jaguar,F-Type,2024,3.0,394.0,4.73,67998,1000.0
Mazda,MX-5,2020,2.0,181.0,6.5,26998,18000.0
Ford,Mustang,2023,2.0,310.0,5.3,52998,8000.0
Audi,S4,2024,3.0,485.0,3.64,54998,1000.0
Dodge,Challenger,2020,5.0,395.0,5.1,29998,24000.0
Dodge,Charger,2021,6.0,797.0,3.3,40998,23000.0
Ford,Mustang,2015,2.0,310.0,5.3,17998,63000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,37998,5000.0
Ford,Mustang,2016,2.0,310.0,5.3,24998,103000.0
Dodge,Challenger,2016,5.0,395.0,5.1,20998,71000.0
Ford,Mustang,2015,2.0,310.0,5.3,34998,13000.0
Dodge,Challenger,2014,5.0,395.0,5.1,24998,53000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,42998,11000.0
Nissan,Z,2024,4.0,349.0,4.89,47998,1000.0
Dodge,Challenger,2022,5.0,395.0,5.1,26998,41000.0
Mercedes-Benz,CLS550,2014,5.0,560.0,3.66,30998,19000.0
Ford,Mustang,2019,2.0,310.0,5.3,26998,29000.0
Mazda,MX-5,2021,2.0,181.0,6.5,28998,11000.0
Ford,Mustang,2015,2.0,310.0,5.3,18998,93000.0
Chevrolet,Corvette,2022,6.0,490.0,2.8,76998,6000.0
Audi,S4,2019,3.0,485.0,3.64,32998,33000.0
Dodge,Challenger,2020,5.0,395.0,5.1,39998,14000.0
Mazda,MX-5,2018,2.0,181.0,6.5,20998,52000.0
Audi,A5,2019,3.0,485.0,3.64,25998,60000.0
Dodge,Charger,2023,6.0,797.0,3.3,22998,38000.0
Ford,Mustang,2023,2.0,310.0,5.3,37998,19000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,75998,9000.0
Mercedes-Benz,SLC43,2017,5.0,560.0,3.66,39998,20000.0
Dodge,Charger,2023,6.0,797.0,3.3,56998,3000.0
Jaguar,XF,2018,3.0,417.0,4.57,27998,31000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,23998,61000.0
Acura,TLX,2019,4.0,573.0,2.75,26998,51000.0
Dodge,Challenger,2016,5.0,395.0,5.1,20998,94000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,62998,9000.0
Dodge,Challenger,2022,5.0,395.0,5.1,27998,55000.0
Dodge,Charger,2021,6.0,797.0,3.3,44998,30000.0
Chevrolet,Corvette,2024,6.0,490.0,2.8,75998,3000.0
BMW,Z4,2022,3.0,465.0,3.9,38998,23000.0
Mercedes-Benz,SLC43,2019,5.0,560.0,3.66,41998,37000.0
Chevrolet,Corvette,2016,6.0,490.0,2.8,63998,22000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,20998,55000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,78998,1000.0
Mercedes-Benz,C43,2023,5.0,560.0,3.66,53998,19000.0
Toyota,Supra,2020,3.0,382.0,3.9,52998,6000.0
Nissan,Z,2023,4.0,349.0,4.89,44998,10000.0
Chevrolet,Camaro,2016,6.0,455.0,4.0,27998,16000.0
Ford,Mustang,2023,2.0,310.0,5.3,35998,21000.0
Ford,Mustang,2021,2.0,310.0,5.3,23998,49000.0
Dodge,Challenger,2022,5.0,395.0,5.1,34998,9000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,32000.0
Dodge,Challenger,2020,5.0,395.0,5.1,38998,16000.0
Chevrolet,Camaro,2015,6.0,455.0,4.0,20998,37000.0
BMW,Z4,2019,3.0,465.0,3.9,33998,40000.0
Lexus,RC,2015,5.0,471.0,4.4,29998,44000.0
Jaguar,XE,2017,3.0,417.0,4.57,22998,48000.0
Porsche,Cayman,2015,2.0,309.0,4.84,57998,61000.0
Mazda,MX-5,2020,2.0,181.0,6.5,22998,51000.0
Dodge,Dart,2016,5.0,541.0,4.43,14998,61000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,55000.0
BMW,Z4,2016,3.0,465.0,3.9,23998,46000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,54000.0
Ford,Mustang,2020,2.0,310.0,5.3,23998,51000.0
Ford,Mustang,2022,2.0,310.0,5.3,23998,50000.0
Lexus,RC,2015,5.0,471.0,4.4,23998,87000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,64998,7000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,38998,28000.0
Mazda,MX-5,2024,2.0,181.0,6.5,33998,2000.0
Ford,Mustang,2013,2.0,310.0,5.3,16998,53000.0
Dodge,Charger,2023,6.0,797.0,3.3,26998,2000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,26000.0
Mazda,MX-5,2016,2.0,181.0,6.5,18998,63000.0
Acura,TLX,2019,4.0,573.0,2.75,24998,57000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,35998,7000.0
Chevrolet,Corvette,2024,6.0,490.0,2.8,67998,13000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,72998,2000.0
Ford,Mustang,2020,2.0,310.0,5.3,33998,17000.0
BMW,Z4,2016,3.0,465.0,3.9,28998,64000.0
Acura,TLX,2015,4.0,573.0,2.75,19998,44000.0
Dodge,Challenger,2019,5.0,395.0,5.1,21998,58000.0
Nissan,370Z,2017,4.0,334.0,5.06,25998,72000.0
Jaguar,F-Type,2015,3.0,394.0,4.73,33998,17000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,58000.0
Ford,Mustang,2020,2.0,310.0,5.3,25998,18000.0
Jaguar,XE,2018,3.0,417.0,4.57,20998,56000.0
Mazda,MX-5,2022,2.0,181.0,6.5,29998,9000.0
Ford,Mustang,2023,2.0,310.0,5.3,35998,13000.0
Chevrolet,Corvette,2017,6.0,490.0,2.8,51998,6000.0
Dodge,Charger,2021,6.0,797.0,3.3,36998,42000.0
BMW,M550,2018,3.0,465.0,3.9,35998,55000.0
Mazda,MX-5,2021,2.0,181.0,6.5,26998,53000.0
Jaguar,XK,2014,3.0,417.0,4.57,28998,49000.0
Mercedes-Benz,CLS550,2014,5.0,560.0,3.66,27998,54000.0
Dodge,Charger,2021,6.0,797.0,3.3,39998,30000.0
BMW,M550,2018,3.0,465.0,3.9,35998,57000.0
Ford,Mustang,2020,2.0,310.0,5.3,23998,49000.0
Jaguar,XE,2017,3.0,417.0,4.57,20998,42000.0
Porsche,718,2018,3.0,392.0,4.42,51998,32000.0
Ford,Mustang,2013,2.0,310.0,5.3,19998,33000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,24998,33000.0
Dodge,Charger,2021,6.0,797.0,3.3,41998,15000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,64998,27000.0
Mazda,MX-5,2016,2.0,181.0,6.5,19998,31000.0
Mazda,MX-5,2022,2.0,181.0,6.5,29998,9000.0
Audi,RS5,2018,3.0,444.0,3.67,48998,32000.0
Mercedes-Benz,CLS550,2014,5.0,560.0,3.66,24998,43000.0
Dodge,Challenger,2019,5.0,395.0,5.1,24998,64000.0
Toyota,Supra,2021,3.0,382.0,3.9,40998,20000.0
BMW,M550,2018,3.0,465.0,3.9,35998,47000.0
Ford,Mustang,2019,2.0,310.0,5.3,23998,37000.0
Toyota,86,2017,3.0,382.0,3.9,25998,61000.0
Audi,RS3,2018,2.0,394.0,3.9,47998,34000.0
Ford,Mustang,2018,2.0,310.0,5.3,19998,88000.0
Ford,Mustang,2019,2.0,310.0,5.3,34998,60000.0
Dodge,Charger,2023,6.0,797.0,3.3,25998,26000.0
Mercedes-Benz,SLK250,2015,5.0,560.0,3.66,22998,42000.0
Mazda,MX-5,2019,2.0,181.0,6.5,29998,9000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,23998,50000.0
Mazda,MX-5,2020,2.0,181.0,6.5,27998,10000.0
Dodge,Challenger,2019,5.0,395.0,5.1,23998,54000.0
Ford,Mustang,2023,2.0,310.0,5.3,26998,39000.0
Ford,Mustang,2018,2.0,310.0,5.3,28998,14000.0
Dodge,Challenger,2019,5.0,395.0,5.1,23998,60000.0
BMW,230,2017,3.0,465.0,3.9,21998,50000.0
Acura,TLX,2017,4.0,573.0,2.75,16998,106000.0
Mazda,MX-5,2020,2.0,181.0,6.5,25998,53000.0
Dodge,Challenger,2022,5.0,395.0,5.1,27998,11000.0
Dodge,Challenger,2022,5.0,395.0,5.1,26998,27000.0
Dodge,Charger,2023,6.0,797.0,3.3,27998,3000.0
Ford,Mustang,2022,2.0,310.0,5.3,22998,60000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,54000.0
Nissan,370Z,2018,4.0,334.0,5.06,27998,41000.0
Dodge,Challenger,2022,5.0,395.0,5.1,25998,35000.0
Acura,TLX,2019,4.0,573.0,2.75,22998,92000.0
Chevrolet,Camaro,2018,6.0,455.0,4.0,21998,48000.0
Ford,Mustang,2020,2.0,310.0,5.3,24998,39000.0
Chevrolet,Corvette,2023,6.0,490.0,2.8,73998,2000.0
Dodge,Challenger,2022,5.0,395.0,5.1,26998,43000.0
Dodge,Charger,2023,6.0,797.0,3.3,24998,40000.0
Chevrolet,Corvette,2021,6.0,490.0,2.8,69998,11000.0
Chevrolet,Corvette,2014,6.0,490.0,2.8,37998,66000.0
Lexus,RC,2016,5.0,471.0,4.4,29998,52000.0
Ford,Mustang,2021,2.0,310.0,5.3,23998,53000.0
BMW,230,2018,3.0,465.0,3.9,21998,32000.0
Ford,Mustang,2020,2.0,310.0,5.3,23998,76000.0
Ford,Mustang,2022,2.0,310.0,5.3,22998,60000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,55000.0
Audi,S5,2015,3.0,349.0,4.4,28998,38000.0
Dodge,Charger,2023,6.0,797.0,3.3,28998,4000.0
Dodge,Challenger,2015,5.0,395.0,5.1,29998,86000.0
Mercedes-Benz,C43,2023,5.0,560.0,3.66,51998,18000.0
Mazda,MX-5,2023,2.0,181.0,6.5,29998,17000.0
Ford,Mustang,2013,2.0,310.0,5.3,14998,127000.0
Ford,Mustang,2020,2.0,310.0,5.3,24998,38000.0
Nissan,370Z,2020,4.0,334.0,5.06,34998,16000.0
Ford,Mustang,2020,2.0,310.0,5.3,35998,36000.0
Ford,Mustang,2020,2.0,310.0,5.3,28998,21000.0
Audi,A5,2018,3.0,485.0,3.64,25998,27000.0
Dodge,Challenger,2015,5.0,395.0,5.1,19998,90000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,45000.0
Mazda,MX-5,2013,2.0,181.0,6.5,14998,128000.0
Dodge,Charger,2023,6.0,797.0,3.3,24998,20000.0
Ford,Mustang,2020,2.0,310.0,5.3,35998,38000.0
Dodge,Challenger,2019,5.0,395.0,5.1,29998,28000.0
Mazda,MX-5,2020,2.0,181.0,6.5,24998,20000.0
Ford,Mustang,2022,2.0,310.0,5.3,22998,59000.0
Dodge,Challenger,2022,5.0,395.0,5.1,24998,41000.0
Ford,Mustang,2024,2.0,310.0,5.3,32998,11000.0
Dodge,Challenger,2020,5.0,395.0,5.1,24998,52000.0
BMW,Z4,2022,3.0,465.0,3.9,48998,16000.0
Subaru,WRX,2023,2.0,310.0,5.0,30998,20000.0
Chevrolet,Camaro,2014,6.0,455.0,4.0,17998,60000.0
Chevrolet,Camaro,2017,6.0,455.0,4.0,21998,64000.0
Mazda,MX-5,2016,2.0,181.0,6.5,18998,88000.0
Mazda,MX-5,2021,2.0,181.0,6.5,28998,6000.0
Nissan,370Z,2020,4.0,334.0,5.06,29998,47000.0
Mercedes-Benz,SLC300,2018,5.0,560.0,3.66,29998,24000.0
Chevrolet,Corvette,2020,6.0,490.0,2.8,72998,2000.0
Jaguar,XF,2017,3.0,417.0,4.57,20998,47000.0
Mazda,MX-5,2017,2.0,181.0,6.5,20998,22000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,33998,53000.0
Nissan,370Z,2014,4.0,334.0,5.06,18998,125000.0
Jaguar,XE,2017,3.0,417.0,4.57,18998,50000.0
Dodge,Charger,2021,6.0,797.0,3.3,40998,29000.0
Dodge,Charger,2023,6.0,797.0,3.3,23998,37000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,27998,39000.0
Ford,Mustang,2024,2.0,310.0,5.3,50998,1000.0
Mazda,MX-5,2017,2.0,181.0,6.5,18998,83000.0
Chevrolet,Camaro,2020,6.0,455.0,4.0,34998,45000.0
Mazda,MX-5,2021,2.0,181.0,6.5,25998,18000.0
Ford,Mustang,2022,2.0,310.0,5.3,24998,54000.0
Lexus,RC,2016,5.0,471.0,4.4,24998,123000.0
Acura,TLX,2020,4.0,573.0,2.75,27998,71000.0
Mazda,MX-5,2023,2.0,181.0,6.5,27998,19000.0
Mazda,MX-5,2021,2.0,181.0,6.5,24998,31000.0
Porsche,Cayman,2016,2.0,309.0,4.84,55998,34000.0
